scenario,fips,pr_pipc_2015,pr_pipc_2020,pr_pipc_2025,pr_pipc_2030,pr_pipc_2035,pr_pipc_2040,pr_pipc_2045,pr_pipc_2050,pr_pipc_2055,pr_pipc_2060,pr_pipc_2065,pr_pipc_2070
SSP4,29119,27.531,30.492,33.327,36.350,39.599,42.679,46.176,49.444,52.611,55.709,59.548,63.048
SSP4,29121,33.445,36.370,39.219,42.292,45.606,48.759,52.332,55.677,58.919,62.092,66.002,69.570
SSP4,29123,29.710,32.597,35.404,38.434,41.706,44.819,48.352,51.659,54.866,58.005,61.882,65.419
SSP4,29125,33.590,36.488,39.371,42.520,45.931,49.190,52.873,56.326,59.676,62.951,66.961,70.624
SSP4,29127,35.194,38.085,40.939,44.043,47.401,50.606,54.233,57.633,60.929,64.154,68.114,71.730
SSP4,29129,29.720,32.576,35.359,38.364,41.611,44.698,48.207,51.490,54.674,57.790,61.647,65.163
SSP4,29131,29.516,32.351,35.097,38.058,41.257,44.296,47.757,50.993,54.131,57.203,61.016,64.491
SSP4,29133,30.171,33.168,36.086,39.225,42.601,45.813,49.441,52.839,56.133,59.353,63.309,66.920
SSP4,29135,33.709,36.543,39.337,42.377,45.674,48.818,52.387,55.730,58.974,62.147,66.058,69.629
SSP4,29137,33.242,36.202,39.065,42.146,45.463,48.617,52.188,55.531,58.772,61.942,65.849,69.415
SSP4,29139,34.621,37.590,40.486,43.611,46.981,50.191,53.819,57.218,60.514,63.737,67.695,71.310
SSP4,29141,32.840,35.715,38.549,41.626,44.955,48.130,51.727,55.098,58.367,61.565,65.499,69.091
SSP4,29143,32.452,35.446,38.408,41.620,45.084,48.391,52.115,55.608,58.995,62.305,66.346,70.041
SSP4,29145,36.017,38.967,41.889,45.065,48.498,51.777,55.478,58.948,62.313,65.603,69.625,73.301
SSP4,29147,29.861,32.832,35.699,38.770,42.069,45.200,48.748,52.066,55.281,58.426,62.309,65.851
SSP4,29149,26.739,29.599,32.384,35.389,38.635,41.722,45.231,48.514,51.698,54.814,58.670,62.186
SSP4,29151,37.438,40.351,43.250,46.407,49.825,53.090,56.777,60.235,63.589,66.869,70.882,74.550
SSP4,29153,27.156,30.119,32.974,36.033,39.323,42.448,45.991,49.305,52.517,55.660,59.541,63.082
SSP4,29155,33.623,36.466,39.326,42.470,45.888,49.160,52.858,56.329,59.697,62.990,67.017,70.698
SSP4,29157,33.307,36.260,39.141,42.247,45.595,48.782,52.388,55.764,59.037,62.238,66.175,69.770
SSP4,29159,34.124,37.066,39.928,43.011,46.334,49.495,53.075,56.427,59.676,62.854,66.769,70.342
SSP4,29161,33.981,36.991,39.936,43.107,46.518,49.765,53.429,56.861,60.186,63.438,67.422,71.062
SSP4,29163,31.137,33.769,36.344,39.163,42.240,45.170,48.532,51.677,54.730,57.722,61.459,64.864
SSP4,29165,46.145,49.394,52.557,55.932,59.538,62.974,66.816,70.418,73.906,77.311,81.442,85.221
SSP4,29167,28.888,31.778,34.558,37.539,40.754,43.806,47.278,50.523,53.670,56.749,60.570,64.052
SSP4,29169,40.373,42.731,45.204,48.029,51.170,54.198,57.675,60.941,64.116,67.229,71.085,74.604
SSP4,29171,29.503,32.378,35.185,38.223,41.506,44.632,48.178,51.500,54.720,57.872,61.762,65.311
SSP4,29173,36.358,39.287,42.182,45.333,48.742,51.997,55.673,59.121,62.464,65.733,69.736,73.394
SSP4,29175,33.618,36.377,39.118,42.123,45.394,48.519,52.072,55.402,58.634,61.797,65.699,69.260
SSP4,29177,37.199,40.057,42.897,45.998,49.368,52.590,56.235,59.653,62.968,66.210,70.186,73.818
SSP4,29179,29.262,32.163,34.999,38.064,41.374,44.525,48.097,51.441,54.684,57.857,61.768,65.337
SSP4,29181,28.391,31.221,34.017,37.063,40.364,43.513,47.085,50.432,53.678,56.855,60.769,64.341
SSP4,29183,42.298,45.448,48.481,51.705,55.155,58.437,62.127,65.575,68.911,72.167,76.150,79.784
SSP4,29185,29.456,32.322,35.128,38.168,41.457,44.589,48.144,51.473,54.701,57.860,61.757,65.313
SSP4,29186,35.722,38.610,41.465,44.578,47.952,51.174,54.820,58.239,61.556,64.799,68.778,72.413
SSP4,29187,30.189,33.096,35.898,38.908,42.152,45.235,48.736,52.012,55.187,58.294,62.140,65.648
SSP4,29189,53.128,56.535,59.851,63.356,67.081,70.646,74.618,78.341,81.945,85.463,89.697,93.573
SSP4,29195,36.481,39.423,42.311,45.436,48.809,52.023,55.657,59.062,62.364,65.592,69.556,73.176
SSP4,29197,27.096,29.999,32.771,35.735,38.924,41.947,45.387,48.603,51.719,54.770,58.564,62.020
SSP4,29199,31.637,34.482,37.269,40.293,43.566,46.684,50.226,53.542,56.759,59.907,63.795,67.341
SSP4,29201,36.705,39.636,42.566,45.766,49.230,52.544,56.281,59.787,63.188,66.513,70.569,74.277
SSP4,29203,24.875,27.714,30.447,33.382,36.551,39.556,42.983,46.186,49.292,52.332,56.116,59.563
SSP4,29205,34.720,37.647,40.496,43.575,46.899,50.063,53.647,57.003,60.257,63.441,67.362,70.941
SSP4,29207,34.111,37.106,40.071,43.285,46.754,50.065,53.795,57.293,60.684,63.999,68.045,71.743
SSP4,29209,35.186,38.165,41.070,44.199,47.570,50.780,54.407,57.805,61.098,64.319,68.274,71.886
SSP4,29211,34.172,36.853,39.554,42.546,45.816,48.948,52.513,55.857,59.103,62.281,66.198,69.774
SSP4,29213,30.118,33.169,36.042,39.070,42.304,45.358,48.824,52.058,55.191,58.255,62.059,65.526
SSP4,29215,26.735,29.566,32.306,35.261,38.457,41.493,44.950,48.184,51.320,54.389,58.200,61.673
SSP4,29217,33.148,36.223,39.199,42.380,45.792,49.034,52.690,56.113,59.429,62.672,66.649,70.280
SSP4,29219,34.628,37.568,40.407,43.454,46.739,49.862,53.404,56.718,59.932,63.076,66.958,70.502
SSP4,29221,27.359,30.120,32.813,35.738,38.915,41.940,45.390,48.619,51.751,54.818,58.628,62.100
SSP4,29223,28.564,31.429,34.250,37.316,40.634,43.797,47.383,50.743,54.001,57.189,61.113,64.696
SSP4,29225,29.200,32.026,34.765,37.723,40.925,43.970,47.438,50.681,53.827,56.906,60.726,64.208
SSP4,29227,32.120,35.003,37.846,40.937,44.282,47.471,51.083,54.468,57.751,60.962,64.910,68.515
SSP4,29229,26.191,29.055,31.800,34.741,37.912,40.919,44.345,47.548,50.652,53.692,57.475,60.921
SSP4,29510,37.880,40.942,43.918,47.112,50.552,53.835,57.532,60.996,64.353,67.633,71.644,75.309
SSP4,30001,33.837,36.656,39.438,42.464,45.744,48.871,52.421,55.747,58.972,62.129,66.024,69.578
SSP4,30003,28.071,30.772,33.411,36.282,39.405,42.375,45.773,48.951,52.034,55.055,58.819,62.249
SSP4,30005,29.022,31.570,34.124,36.957,40.065,43.034,46.439,49.629,52.726,55.761,59.541,62.985
SSP4,30007,28.752,31.551,34.256,37.176,40.336,43.335,46.758,49.958,53.062,56.101,59.883,63.329
SSP4,30009,36.483,39.458,42.386,45.545,48.949,52.193,55.855,59.286,62.611,65.863,69.849,73.489
SSP4,30011,31.948,34.485,37.022,39.827,42.904,45.841,49.213,52.370,55.436,58.442,62.193,65.610
SSP4,30013,40.303,43.123,45.941,49.029,52.382,55.590,59.223,62.631,65.937,69.172,73.142,76.767
SSP4,30015,33.386,35.601,37.908,40.551,43.505,46.345,49.634,52.719,55.720,58.664,62.359,65.723
SSP4,30017,36.624,39.460,42.260,45.313,48.622,51.778,55.359,58.714,61.967,65.151,69.073,72.652
SSP4,30019,48.625,50.831,53.359,56.383,59.797,63.130,66.924,70.509,73.998,77.415,81.564,85.363
SSP4,30021,34.412,37.188,39.952,42.984,46.277,49.419,52.987,56.329,59.571,62.743,66.653,70.221
SSP4,30023,31.511,34.331,37.103,40.118,43.385,46.498,50.035,53.348,56.561,59.706,63.590,67.133
SSP4,30025,42.378,45.137,48.023,51.261,54.805,58.219,62.065,65.685,69.199,72.635,76.799,80.611
SSP4,30027,35.351,38.074,40.793,43.782,47.038,50.147,53.686,57.002,60.220,63.370,67.260,70.809
SSP4,30029,36.884,39.837,42.737,45.870,49.249,52.470,56.109,59.519,62.823,66.055,70.020,73.641
SSP4,30031,38.019,41.017,43.990,47.207,50.672,53.979,57.704,61.196,64.581,67.890,71.929,75.620
SSP4,30033,30.372,32.735,35.104,37.737,40.641,43.408,46.616,49.614,52.527,55.386,58.997,62.281
SSP4,30035,31.278,33.789,36.351,39.220,42.380,45.410,48.880,52.134,55.296,58.394,62.234,65.737
SSP4,30037,38.493,40.861,43.393,46.313,49.569,52.717,56.314,59.700,62.993,66.218,70.183,73.805
SSP4,30039,32.155,35.052,37.888,40.957,44.274,47.433,51.013,54.366,57.617,60.798,64.717,68.293
SSP4,30041,38.176,40.864,43.605,46.646,49.969,53.154,56.771,60.166,63.461,66.687,70.648,74.267
SSP4,30043,40.771,43.910,47.020,50.384,54.000,57.456,61.325,64.957,68.476,71.914,76.078,79.889
SSP4,30045,37.351,39.665,42.124,44.961,48.127,51.183,54.690,57.988,61.194,64.338,68.223,71.769
SSP4,30047,30.064,33.005,35.852,38.912,42.209,45.342,48.894,52.218,55.439,58.591,62.481,66.030
SSP4,30049,40.298,43.075,45.855,48.911,52.237,55.419,59.030,62.416,65.701,68.915,72.866,76.473
SSP4,30051,34.974,37.017,39.144,41.618,44.411,47.096,50.239,53.184,56.051,58.868,62.442,65.690
SSP4,30053,29.431,32.075,34.670,37.512,40.614,43.568,46.953,50.121,53.195,56.208,59.965,63.389
SSP4,30055,36.906,39.088,41.505,44.352,47.556,50.665,54.232,57.592,60.861,64.065,68.010,71.614
SSP4,30057,35.875,38.688,41.528,44.652,48.051,51.305,54.986,58.441,61.793,65.072,69.085,72.752
SSP4,30059,33.198,35.978,38.719,41.703,44.944,48.031,51.544,54.834,58.025,61.148,65.012,68.536
SSP4,30061,28.924,31.563,34.166,37.021,40.139,43.111,46.514,49.700,52.792,55.822,59.596,63.036
SSP4,30063,36.514,39.504,42.419,45.554,48.925,52.135,55.762,59.159,62.450,65.668,69.621,73.229
SSP4,30065,32.437,34.922,37.456,40.309,43.458,46.480,49.944,53.194,56.351,59.446,63.283,66.783
SSP4,30067,36.019,38.800,41.596,44.671,48.018,51.221,54.851,58.257,61.562,64.796,68.765,72.391
SSP4,30069,27.469,29.753,32.063,34.665,37.553,40.314,43.520,46.519,49.436,52.298,55.914,59.202
SSP4,30071,33.887,36.461,39.084,42.012,45.228,48.311,51.829,55.130,58.336,61.476,65.357,68.898
SSP4,30073,35.457,37.825,40.266,43.034,46.106,49.056,52.451,55.637,58.733,61.770,65.552,69.000
SSP4,30075,28.837,31.588,34.241,37.103,40.203,43.142,46.506,49.648,52.696,55.681,59.412,62.810
SSP4,30077,28.859,31.666,34.381,37.315,40.491,43.510,46.952,50.171,53.293,56.350,60.149,63.612
SSP4,30079,33.291,36.061,38.845,41.897,45.215,48.386,51.984,55.357,58.630,61.833,65.773,69.370
SSP4,30081,32.403,35.260,38.057,41.084,44.359,47.477,51.018,54.333,57.547,60.692,64.576,68.118
SSP4,30083,46.977,49.372,52.064,55.230,58.769,62.217,66.117,69.802,73.384,76.889,81.122,85.001
SSP4,30085,31.141,33.605,36.141,39.001,42.157,45.183,48.649,51.898,55.054,58.146,61.979,65.475
SSP4,30087,36.977,39.814,42.685,45.845,49.281,52.573,56.291,59.782,63.170,66.483,70.528,74.226
SSP4,30089,28.187,30.938,33.620,36.534,39.700,42.712,46.152,49.369,52.491,55.548,59.347,62.811
SSP4,30091,46.538,48.854,51.485,54.604,58.104,61.515,65.381,69.032,72.583,76.058,80.262,84.113
SSP4,30093,39.515,42.396,45.297,48.483,51.940,55.250,58.986,62.494,65.896,69.224,73.283,76.994
SSP4,30095,36.651,39.469,42.263,45.311,48.619,51.776,55.357,58.714,61.970,65.156,69.080,72.661
SSP4,30097,30.066,32.965,35.730,38.679,41.849,44.849,48.266,51.457,54.550,57.578,61.349,64.784
SSP4,30099,37.274,39.765,42.342,45.240,48.439,51.511,55.024,58.322,61.525,64.664,68.543,72.083
SSP4,30101,38.783,41.263,43.828,46.720,49.911,52.977,56.483,59.774,62.972,66.105,69.979,73.514
SSP4,30103,35.384,37.818,40.269,43.019,46.059,48.969,52.322,55.463,58.516,61.509,65.250,68.657
SSP4,30105,39.754,42.386,45.097,48.130,51.456,54.649,58.278,61.685,64.994,68.232,72.207,75.838
SSP4,30107,29.897,32.546,35.130,37.946,41.012,43.926,47.269,50.394,53.427,56.399,60.118,63.504
SSP4,30109,29.700,32.163,34.664,37.461,40.541,43.487,46.871,50.040,53.118,56.134,59.896,63.324
SSP4,30111,40.199,43.211,46.177,49.378,52.823,56.109,59.813,63.284,66.648,69.937,73.957,77.630
SSP4,31001,39.041,42.054,45.010,48.200,51.634,54.906,58.594,62.051,65.400,68.675,72.682,76.343
SSP4,31003,52.522,55.156,58.137,61.626,65.502,69.289,73.523,77.532,81.427,85.234,89.756,93.911
SSP4,31005,28.766,31.734,34.597,37.643,40.909,44.002,47.511,50.790,53.968,57.077,60.926,64.435
SSP4,31007,42.570,45.663,48.749,52.080,55.660,59.077,62.908,66.502,69.985,73.387,77.517,81.295
SSP4,31009,30.590,33.531,36.409,39.491,42.802,45.946,49.505,52.835,56.061,59.217,63.111,66.664
SSP4,31011,44.032,46.870,49.868,53.237,56.921,60.479,64.467,68.225,71.873,75.438,79.725,83.656
SSP4,31013,37.269,40.476,43.543,46.788,50.245,53.523,57.207,60.655,63.993,67.255,71.250,74.898
SSP4,31015,40.571,43.293,46.166,49.412,52.977,56.417,60.293,63.944,67.488,70.954,75.148,78.988
SSP4,31017,37.195,39.949,42.708,45.739,49.036,52.187,55.767,59.122,62.378,65.565,69.490,73.073
SSP4,31019,41.741,44.574,47.496,50.751,54.303,57.722,61.571,65.191,68.705,72.139,76.302,80.112
SSP4,31021,41.294,44.077,46.951,50.157,53.661,57.032,60.833,64.408,67.877,71.270,75.393,79.165
SSP4,31023,42.001,44.674,47.497,50.696,54.220,57.625,61.468,65.089,68.606,72.045,76.213,80.030
SSP4,31025,41.640,44.661,47.664,50.922,54.439,57.801,61.581,65.128,68.567,71.927,76.017,79.759
SSP4,31027,46.229,49.082,52.148,55.622,59.430,63.118,67.239,71.129,74.905,78.593,83.000,87.044
SSP4,31029,47.465,50.364,53.383,56.756,60.433,63.977,67.949,71.691,75.320,78.867,83.138,87.051
SSP4,31031,37.176,39.949,42.734,45.794,49.123,52.305,55.915,59.301,62.586,65.800,69.751,73.359
SSP4,31033,43.335,46.489,49.632,53.037,56.697,60.197,64.110,67.786,71.347,74.826,79.029,82.878
SSP4,31035,42.592,45.416,48.299,51.492,54.971,58.309,62.076,65.615,69.049,72.407,76.496,80.236
SSP4,31037,37.138,40.169,43.145,46.357,49.812,53.104,56.812,60.287,63.655,66.948,70.972,74.650
SSP4,31039,51.727,54.858,58.114,61.722,65.630,69.400,73.588,77.538,81.367,85.104,89.556,93.643
SSP4,31041,40.003,42.739,45.534,48.645,52.046,55.311,59.007,62.480,65.851,69.149,73.180,76.865
SSP4,31043,32.037,34.965,37.785,40.811,44.070,47.164,50.676,53.960,57.144,60.259,64.114,67.630
SSP4,31045,31.380,34.257,37.049,40.059,43.308,46.396,49.905,53.187,56.371,59.486,63.342,66.858
SSP4,31047,34.188,37.070,39.856,42.852,46.083,49.150,52.636,55.896,59.056,62.148,65.980,69.474
SSP4,31049,35.007,38.009,40.838,43.833,47.036,50.062,53.502,56.712,59.822,62.865,66.651,70.099
SSP4,31051,37.440,40.355,43.288,46.504,49.988,53.322,57.078,60.604,64.023,67.366,71.439,75.163
SSP4,31053,38.424,41.350,44.242,47.386,50.790,54.041,57.712,61.155,64.493,67.757,71.755,75.407
SSP4,31055,47.722,50.973,54.162,57.564,61.192,64.658,68.534,72.168,75.686,79.122,83.281,87.085
SSP4,31057,53.584,56.249,59.199,62.615,66.396,70.076,74.199,78.097,81.884,85.584,90.004,94.062
SSP4,31059,45.961,48.808,51.739,55.002,58.559,61.981,65.830,69.452,72.965,76.400,80.563,84.373
SSP4,31061,39.109,41.682,44.367,47.397,50.735,53.947,57.597,61.028,64.361,67.623,71.621,75.275
SSP4,31063,40.648,43.330,46.148,49.326,52.817,56.185,59.988,63.568,67.044,70.444,74.575,78.355
SSP4,31065,40.238,43.140,46.079,49.317,52.831,56.200,59.993,63.557,67.013,70.393,74.501,78.260
SSP4,31067,40.810,43.735,46.683,49.917,53.426,56.788,60.575,64.132,67.582,70.954,75.057,78.810
SSP4,31069,40.997,44.151,47.256,50.593,54.171,57.582,61.404,64.990,68.464,71.857,75.979,79.749
SSP4,31071,35.477,38.536,41.521,44.724,48.161,51.430,55.112,58.561,61.902,65.169,69.168,72.821
SSP4,31073,46.797,49.334,52.095,55.279,58.812,62.239,66.112,69.767,73.318,76.794,80.997,84.847
SSP4,31075,29.848,32.269,34.680,37.344,40.274,43.065,46.294,49.313,52.245,55.122,58.750,62.050
SSP4,31077,35.563,38.499,41.418,44.593,48.024,51.299,54.994,58.458,61.817,65.101,69.119,72.789
SSP4,31079,38.097,41.029,43.916,47.040,50.410,53.621,57.252,60.653,63.949,67.174,71.133,74.747
SSP4,31081,43.775,46.400,49.186,52.350,55.838,59.207,63.016,66.604,70.088,73.498,77.637,81.426
SSP4,31083,41.027,43.711,46.502,49.639,53.080,56.394,60.142,63.668,67.092,70.441,74.522,78.255
SSP4,31085,53.303,56.193,59.323,62.903,66.837,70.660,74.917,78.943,82.850,86.666,91.195,95.357
SSP4,31087,38.102,40.758,43.505,46.588,49.971,53.224,56.912,60.378,63.744,67.037,71.064,74.746
SSP4,31089,41.587,44.521,47.521,50.830,54.422,57.870,61.741,65.380,68.909,72.357,76.533,80.355
SSP4,31091,32.834,35.650,38.432,41.457,44.734,47.857,51.404,54.726,57.947,61.101,64.993,68.544
SSP4,31093,38.276,40.988,43.784,46.907,50.326,53.612,57.332,60.828,64.221,67.541,71.594,75.300
SSP4,31095,38.359,41.266,44.185,47.382,50.847,54.163,57.901,61.410,64.814,68.141,72.200,75.911
SSP4,31097,35.515,38.390,41.240,44.350,47.718,50.933,54.571,57.982,61.289,64.525,68.496,72.122
SSP4,31099,51.542,54.015,56.769,59.991,63.584,67.084,71.034,74.766,78.394,81.943,86.218,90.137
SSP4,31101,35.852,38.755,41.594,44.666,47.982,51.139,54.717,58.067,61.315,64.493,68.408,71.981
SSP4,31103,36.493,38.972,41.611,44.618,47.947,51.159,54.814,58.252,61.593,64.864,68.871,72.534
SSP4,31105,39.884,43.067,46.144,49.426,52.939,56.279,60.028,63.541,66.943,70.267,74.322,78.028
SSP4,31107,36.124,39.024,41.960,45.187,48.689,52.045,55.823,59.372,62.814,66.179,70.273,74.019
SSP4,31109,40.619,43.730,46.745,49.959,53.394,56.661,60.340,63.782,67.116,70.374,74.364,78.005
SSP4,31111,40.882,43.792,46.720,49.932,53.415,56.751,60.511,64.042,67.466,70.814,74.893,78.624
SSP4,31113,36.973,39.855,42.719,45.838,49.212,52.432,56.074,59.488,62.798,66.036,70.009,73.637
SSP4,31115,25.659,28.054,30.466,33.145,36.097,38.912,42.167,45.211,48.168,51.069,54.720,58.042
SSP4,31117,21.187,24.026,26.660,29.415,32.361,35.124,38.301,41.256,44.119,46.924,50.481,53.712
SSP4,31119,37.719,40.713,43.675,46.882,50.338,53.635,57.349,60.831,64.206,67.505,71.536,75.219
SSP4,31121,38.048,40.797,43.595,46.699,50.089,53.342,57.025,60.484,63.841,67.125,71.144,74.817
SSP4,31123,42.551,45.648,48.768,52.174,55.847,59.368,63.306,67.009,70.597,74.103,78.333,82.207
SSP4,31125,38.681,41.442,44.294,47.474,50.951,54.293,58.066,61.614,65.057,68.425,72.523,76.273
SSP4,31127,40.286,43.240,46.186,49.392,52.857,56.166,59.896,63.395,66.788,70.104,74.153,77.854
SSP4,31129,39.465,42.284,45.170,48.370,51.858,55.206,58.983,62.532,65.976,69.344,73.442,77.191
SSP4,31131,38.769,41.558,44.369,47.467,50.843,54.077,57.740,61.178,64.515,67.779,71.779,75.433
SSP4,31133,36.965,39.880,42.802,45.996,49.455,52.763,56.492,59.992,63.386,66.704,70.755,74.457
SSP4,31135,43.146,46.257,49.320,52.627,56.181,59.571,63.374,66.942,70.399,73.777,77.884,81.639
SSP4,31137,45.608,48.596,51.630,54.963,58.572,62.033,65.915,69.564,73.103,76.560,80.743,84.573
SSP4,31139,39.993,42.991,46.045,49.403,53.041,56.533,60.446,64.125,67.692,71.177,75.387,79.242
SSP4,31141,39.778,42.597,45.425,48.531,51.907,55.136,58.792,62.221,65.548,68.802,72.791,76.435
SSP4,31143,45.738,48.625,51.615,54.946,58.576,62.071,65.993,69.684,73.266,76.766,80.991,84.862
SSP4,31145,38.321,41.184,44.048,47.187,50.591,53.846,57.525,60.975,64.322,67.596,71.603,75.264
SSP4,31147,37.976,40.803,43.641,46.756,50.139,53.375,57.037,60.472,63.805,67.065,71.060,74.710
SSP4,31149,34.740,37.735,40.670,43.834,47.237,50.477,54.133,57.557,60.876,64.121,68.100,71.734
SSP4,31151,36.125,38.971,41.794,44.874,48.217,51.410,55.027,58.419,61.709,64.928,68.883,72.494
SSP4,31153,42.575,45.508,48.428,51.609,55.053,58.348,62.064,65.550,68.929,72.232,76.266,79.953
SSP4,31155,41.039,43.873,46.778,50.001,53.522,56.909,60.724,64.312,67.794,71.196,75.328,79.110
SSP4,31157,37.050,40.150,43.155,46.369,49.812,53.086,56.773,60.226,63.571,66.841,70.844,74.501
SSP4,31159,41.606,44.527,47.502,50.783,54.349,57.773,61.623,65.242,68.753,72.185,76.344,80.152
SSP4,31161,35.774,38.718,41.609,44.737,48.111,51.327,54.962,58.367,61.670,64.899,68.864,72.485
SSP4,31163,32.863,35.590,38.338,41.367,44.668,47.824,51.409,54.771,58.033,61.225,65.155,68.742
SSP4,31165,38.790,41.657,44.572,47.794,51.299,54.664,58.456,62.020,65.478,68.859,72.970,76.732
SSP4,31167,39.671,42.646,45.670,49.000,52.609,56.072,59.958,63.612,67.155,70.618,74.806,78.641
SSP4,31169,41.804,44.625,47.550,50.813,54.375,57.803,61.661,65.291,68.813,72.257,76.429,80.248
SSP4,31171,35.616,38.191,40.859,43.860,47.163,50.339,53.954,57.350,60.649,63.879,67.847,71.471
SSP4,31173,37.493,39.958,42.578,45.574,48.898,52.109,55.766,59.207,62.552,65.827,69.838,73.505
SSP4,31175,41.254,44.062,46.962,50.193,53.721,57.114,60.937,64.533,68.022,71.434,75.576,79.366
SSP4,31177,43.889,46.964,50.033,53.368,56.968,60.413,64.273,67.899,71.413,74.846,79.005,82.812
SSP4,31179,37.261,40.142,43.078,46.321,49.844,53.224,57.028,60.602,64.069,67.458,71.576,75.344
SSP4,31181,37.542,40.544,43.518,46.741,50.216,53.532,57.266,60.768,64.163,67.481,71.530,75.232
SSP4,31183,40.941,45.243,49.167,53.080,57.088,60.839,64.943,68.772,72.462,76.054,80.359,84.301
SSP4,31185,42.703,45.510,48.400,51.619,55.132,58.509,62.315,65.894,69.366,72.762,76.886,80.661
SSP4,32001,43.470,46.272,49.135,52.303,55.760,59.082,62.834,66.360,69.783,73.131,77.211,80.945
SSP4,32003,38.086,40.545,42.816,45.181,47.706,50.080,52.869,55.409,57.842,60.209,63.301,66.055
SSP4,32005,53.585,56.430,59.254,62.315,65.633,68.796,72.382,75.741,78.998,82.185,86.109,89.691
SSP4,32007,40.689,43.627,46.494,49.591,52.934,56.117,59.721,63.095,66.366,69.565,73.499,77.090
SSP4,32009,40.995,43.988,46.969,50.198,53.680,57.002,60.741,64.248,67.647,70.969,75.023,78.729
SSP4,32011,36.542,39.672,42.565,45.577,48.773,51.779,55.190,58.368,61.445,64.455,68.208,71.625
SSP4,32013,42.396,45.270,48.123,51.242,54.631,57.873,61.540,64.981,68.321,71.588,75.590,79.248
SSP4,32015,43.601,46.537,49.480,52.700,56.189,59.528,63.289,66.820,70.244,73.591,77.670,81.400
SSP4,32017,26.304,29.064,31.568,34.195,37.045,39.728,42.830,45.716,48.517,51.258,54.756,57.936
SSP4,32019,31.169,34.031,36.693,39.498,42.511,45.350,48.607,51.642,54.583,57.465,61.095,64.396
SSP4,32021,36.896,39.626,42.305,45.228,48.407,51.435,54.890,58.125,61.264,64.337,68.154,71.633
SSP4,32023,34.039,36.261,38.457,40.914,43.668,46.303,49.382,52.260,55.060,57.806,61.310,64.495
SSP4,32027,26.675,29.162,31.490,34.002,36.749,39.342,42.370,45.189,47.928,50.618,54.067,57.196
SSP4,32029,37.517,40.442,43.224,46.173,49.342,52.340,55.754,58.943,62.035,65.062,68.832,72.268
SSP4,32031,44.727,47.978,51.036,54.208,57.560,60.724,64.288,67.609,70.820,73.955,77.822,81.344
SSP4,32033,39.973,42.939,45.863,49.024,52.433,55.683,59.352,62.791,66.125,69.385,73.379,77.028
SSP4,32510,43.327,46.344,49.242,52.324,55.636,58.780,62.339,65.668,68.896,72.052,75.947,79.504
SSP4,33001,44.251,47.421,50.538,53.887,57.480,60.908,64.747,68.349,71.839,75.247,79.382,83.165
SSP4,33003,45.131,48.364,51.529,54.916,58.540,61.996,65.860,69.484,72.993,76.420,80.573,84.373
SSP4,33005,42.559,45.540,48.498,51.716,55.203,58.540,62.296,65.821,69.240,72.579,76.649,80.372
SSP4,33007,38.320,41.404,44.432,47.693,51.197,54.537,58.292,61.813,65.224,68.558,72.623,76.339
SSP4,33009,46.462,49.583,52.711,56.107,59.765,63.269,67.188,70.870,74.438,77.922,82.131,85.985
SSP4,33011,49.257,52.489,55.672,59.096,62.793,66.341,70.298,74.014,77.614,81.123,85.352,89.226
SSP4,33013,45.924,49.106,52.241,55.615,59.242,62.709,66.589,70.230,73.758,77.203,81.374,85.192
SSP4,33015,53.613,56.965,60.312,63.917,67.784,71.493,75.609,79.479,83.225,86.878,91.245,95.251
SSP4,33017,39.940,43.033,46.046,49.276,52.747,56.055,59.776,63.263,66.642,69.944,73.978,77.664
SSP4,33019,39.842,43.019,46.109,49.411,52.950,56.322,60.102,63.646,67.080,70.434,74.517,78.251
SSP4,34001,43.002,46.330,49.476,52.777,56.293,59.632,63.373,66.872,70.259,73.565,77.599,81.287
SSP4,34003,66.538,70.194,73.827,77.710,81.880,85.906,90.330,94.494,98.524,102.443,107.061,111.308
SSP4,34005,49.918,53.062,56.186,59.574,63.254,66.795,70.750,74.465,78.064,81.573,85.801,89.675
SSP4,34007,44.674,47.750,50.786,54.065,57.608,61.005,64.818,68.393,71.856,75.236,79.340,83.094
SSP4,34009,50.863,54.001,57.179,60.646,64.386,67.977,71.984,75.753,79.406,82.973,87.260,91.190
SSP4,34011,36.780,39.649,42.456,45.499,48.796,51.941,55.509,58.851,62.092,65.263,69.171,72.738
SSP4,34013,53.531,56.683,59.866,63.338,67.102,70.737,74.792,78.608,82.308,85.918,90.244,94.213
SSP4,34015,43.681,46.681,49.671,52.929,56.476,59.882,63.704,67.290,70.763,74.150,78.262,82.023
SSP4,34017,47.410,50.156,53.018,56.243,59.813,63.282,67.186,70.864,74.435,77.921,82.130,85.988
SSP4,34019,68.313,72.079,75.875,79.941,84.270,88.431,92.983,97.274,101.426,105.467,110.208,114.571
SSP4,34021,54.207,57.507,60.775,64.292,68.081,71.721,75.770,79.578,83.268,86.867,91.185,95.146
SSP4,34023,50.131,53.359,56.530,59.925,63.564,67.055,70.959,74.622,78.169,81.633,85.818,89.647
SSP4,34025,59.661,63.051,66.464,70.151,74.109,77.924,82.149,86.126,89.979,93.735,98.201,102.301
SSP4,34027,71.282,75.122,78.978,83.095,87.471,91.682,96.283,100.618,104.812,108.893,113.669,118.065
SSP4,34029,43.356,46.494,49.532,52.770,56.236,59.542,63.261,66.739,70.107,73.396,77.411,81.077
