scenario,fips,pr_pipc_2015,pr_pipc_2020,pr_pipc_2025,pr_pipc_2030,pr_pipc_2035,pr_pipc_2040,pr_pipc_2045,pr_pipc_2050,pr_pipc_2055,pr_pipc_2060,pr_pipc_2065,pr_pipc_2070
SSP1,1001,35.316,38.370,41.335,44.795,48.062,52.100,55.803,59.367,63.477,67.287,71.752,75.824
SSP1,1003,39.094,42.213,45.284,48.872,52.276,56.454,60.294,63.987,68.219,72.142,76.712,80.882
SSP1,1005,29.324,32.335,35.229,38.602,41.777,45.721,49.331,52.803,56.827,60.554,64.940,68.938
SSP1,1007,26.191,29.187,32.023,35.311,38.390,42.235,45.744,49.117,53.040,56.670,60.963,64.868
SSP1,1009,29.689,32.713,35.611,38.979,42.147,46.082,49.682,53.142,57.150,60.860,65.229,69.207
SSP1,1011,25.243,28.108,30.869,34.122,37.185,41.026,44.538,47.918,51.854,55.497,59.804,63.725
SSP1,1013,30.899,33.853,36.761,40.193,43.450,47.488,51.197,54.769,58.891,62.714,67.192,71.279
SSP1,1015,34.560,37.588,40.540,43.994,47.260,51.299,55.005,58.572,62.686,66.498,70.966,75.041
SSP1,1017,30.359,33.324,36.182,39.527,42.679,46.604,50.197,53.654,57.664,61.378,65.751,69.737
SSP1,1019,29.638,32.594,35.455,38.813,41.982,45.926,49.539,53.015,57.043,60.774,65.164,69.165
SSP1,1021,30.645,33.647,36.551,39.946,43.149,47.126,50.769,54.276,58.332,62.090,66.507,70.533
SSP1,1023,31.892,34.986,38.010,41.545,44.896,49.021,52.812,56.461,60.656,64.548,69.092,73.241
SSP1,1025,32.487,35.505,38.454,41.916,45.195,49.251,52.975,56.560,60.694,64.526,69.015,73.109
SSP1,1027,30.395,33.515,36.508,39.970,43.226,47.246,50.927,54.467,58.555,62.343,66.787,70.840
SSP1,1029,31.779,34.766,37.667,41.068,44.283,48.273,51.931,55.452,59.523,63.296,67.726,71.765
SSP1,1031,38.617,41.625,44.614,48.144,51.506,55.650,59.463,63.138,67.359,71.276,75.845,80.017
SSP1,1033,34.095,37.112,40.040,43.470,46.713,50.730,54.415,57.963,62.060,65.858,70.312,74.374
SSP1,1035,30.939,34.042,37.054,40.562,43.878,47.963,51.713,55.322,59.477,63.331,67.839,71.953
SSP1,1037,26.554,29.525,32.348,35.630,38.705,42.547,46.056,49.429,53.356,56.990,61.288,65.200
SSP1,1039,32.223,35.126,37.978,41.351,44.548,48.527,52.177,55.693,59.759,63.527,67.954,71.990
SSP1,1041,34.182,37.240,40.273,43.836,47.225,51.394,55.229,58.924,63.163,67.097,71.683,75.870
SSP1,1043,33.633,36.741,39.764,43.281,46.606,50.700,54.458,58.074,62.235,66.093,70.604,74.720
SSP1,1045,33.138,36.004,38.775,42.043,45.123,48.980,52.509,55.906,59.858,63.517,67.837,71.772
SSP1,1047,30.147,32.982,35.754,39.041,42.149,46.039,49.604,53.037,57.026,60.720,65.076,69.045
SSP1,1049,29.913,33.067,36.079,39.553,42.816,46.840,50.523,54.064,58.151,61.937,66.379,70.428
SSP1,1051,36.833,39.928,42.965,46.519,49.890,54.037,57.849,61.518,65.732,69.640,74.200,78.362
SSP1,1053,30.004,32.914,35.736,39.057,42.194,46.109,49.693,53.143,57.143,60.848,65.213,69.189
SSP1,1055,33.885,36.868,39.775,43.190,46.421,50.429,54.106,57.645,61.733,65.521,69.966,74.018
SSP1,1057,29.943,32.923,35.798,39.163,42.336,46.283,49.897,53.375,57.404,61.136,65.528,69.531
SSP1,1059,29.727,32.862,35.837,39.262,42.471,46.440,50.069,53.558,57.595,61.333,65.730,69.737
SSP1,1061,32.420,35.326,38.177,41.545,44.735,48.707,52.350,55.858,59.917,63.679,68.100,72.129
SSP1,1063,32.266,35.138,38.038,41.509,44.830,48.945,52.736,56.394,60.600,64.504,69.062,73.225
SSP1,1065,30.449,33.339,36.212,39.629,42.883,46.924,50.640,54.221,58.352,62.184,66.673,70.769
SSP1,1067,33.169,36.091,38.993,42.437,45.716,49.782,53.520,57.123,61.276,65.129,69.636,73.750
SSP1,1069,38.397,41.499,44.543,48.100,51.472,55.618,59.428,63.095,67.308,71.215,75.773,79.934
SSP1,1071,32.854,35.813,38.704,42.106,45.327,49.326,52.995,56.528,60.610,64.393,68.834,72.883
SSP1,1073,44.075,47.273,50.433,54.105,57.583,61.833,65.743,69.504,73.802,77.784,82.411,86.635
SSP1,1075,29.831,32.966,35.951,39.398,42.636,46.637,50.297,53.818,57.886,61.655,66.081,70.117
SSP1,1077,34.191,37.254,40.212,43.658,46.907,50.927,54.612,58.156,62.249,66.041,70.489,74.545
SSP1,1079,31.276,34.180,37.011,40.351,43.511,47.452,51.064,54.542,58.572,62.305,66.698,70.702
SSP1,1081,31.735,34.779,37.709,41.119,44.327,48.302,51.941,55.439,59.485,63.231,67.634,71.645
SSP1,1083,35.975,38.966,41.898,45.349,48.621,52.673,56.393,59.975,64.104,67.932,72.415,76.503
SSP1,1085,33.638,36.365,39.169,42.580,45.862,49.952,53.725,57.368,61.562,65.457,70.007,74.161
SSP1,1087,29.920,32.646,35.364,38.636,41.755,45.668,49.263,52.729,56.749,60.476,64.863,68.862
SSP1,1089,43.609,46.683,49.703,53.241,56.593,60.719,64.511,68.158,72.349,76.231,80.763,84.898
SSP1,1091,34.741,37.805,40.837,44.400,47.788,51.956,55.790,59.484,63.722,67.656,72.241,76.429
SSP1,1093,29.028,32.022,34.897,38.249,41.402,45.324,48.912,52.364,56.368,60.076,64.444,68.424
SSP1,1095,33.524,36.554,39.481,42.894,46.113,50.103,53.757,57.273,61.336,65.099,69.519,73.547
SSP1,1097,33.915,36.878,39.770,43.171,46.381,50.368,54.022,57.536,61.599,65.357,69.770,73.790
SSP1,1099,30.676,33.693,36.620,40.045,43.281,47.290,50.966,54.504,58.591,62.379,66.824,70.877
SSP1,1101,40.946,44.115,47.212,50.806,54.203,58.367,62.191,65.870,70.091,74.003,78.565,82.730
SSP1,1103,35.338,38.451,41.424,44.859,48.085,52.074,55.723,59.231,63.286,67.040,71.451,75.470
SSP1,1105,30.116,32.942,35.769,39.152,42.379,46.397,50.093,53.657,57.773,61.591,66.066,70.149
SSP1,1107,30.503,33.429,36.308,39.708,42.932,46.938,50.614,54.155,58.247,62.041,66.491,70.550
SSP1,1109,36.210,39.162,42.123,45.645,49.009,53.163,56.990,60.679,64.914,68.846,73.430,77.616
SSP1,1111,29.556,32.573,35.491,38.904,42.125,46.119,49.781,53.305,57.379,61.154,65.587,69.629
SSP1,1113,32.693,35.538,38.334,41.658,44.810,48.748,52.360,55.840,59.873,63.609,68.005,72.011
SSP1,1115,33.389,36.359,39.273,42.701,45.950,49.978,53.674,57.231,61.333,65.134,69.590,73.652
SSP1,1117,45.676,49.215,52.655,56.564,60.256,64.696,68.779,72.698,77.143,81.266,86.024,90.372
SSP1,1119,27.995,30.934,33.801,37.180,40.379,44.357,48.005,51.518,55.583,59.351,63.776,67.812
SSP1,1121,32.602,35.472,38.307,41.672,44.865,48.845,52.498,56.017,60.087,63.860,68.291,72.330
SSP1,1123,33.558,36.646,39.633,43.111,46.394,50.448,54.166,57.744,61.869,65.693,70.171,74.256
SSP1,1125,36.843,39.929,42.954,46.487,49.832,53.952,57.735,61.375,65.558,69.435,73.963,78.094
SSP1,1127,34.648,37.692,40.671,44.160,47.467,51.550,55.300,58.908,63.061,66.912,71.416,75.524
SSP1,1129,30.116,33.124,36.040,39.456,42.687,46.693,50.366,53.901,57.984,61.768,66.209,70.258
SSP1,1131,27.431,30.309,33.127,36.468,39.634,43.582,47.204,50.693,54.735,58.481,62.887,66.903
SSP1,1133,28.532,31.598,34.509,37.875,41.027,44.942,48.520,51.959,55.949,59.642,63.996,67.962
SSP1,4001,27.761,30.201,32.682,35.749,38.683,42.426,45.861,49.176,53.052,56.640,60.893,64.764
SSP1,4003,37.295,39.756,42.293,45.436,48.457,52.295,55.824,59.232,63.197,66.871,71.208,75.157
SSP1,4005,36.170,39.021,41.844,45.202,48.391,52.366,56.014,59.526,63.588,67.350,71.769,75.795
SSP1,4007,32.722,34.942,37.215,40.080,42.837,46.428,49.717,52.891,56.621,60.070,64.194,67.930
SSP1,4009,27.113,29.538,31.966,34.956,37.807,41.467,44.817,48.048,51.840,55.346,59.523,63.317
SSP1,4011,32.384,35.095,37.745,40.912,43.906,47.687,51.145,54.476,58.366,61.965,66.231,70.113
SSP1,4013,38.806,41.199,43.427,46.050,48.357,51.391,54.068,56.566,59.595,62.273,65.590,68.526
SSP1,4015,27.978,30.062,32.070,34.587,36.955,40.138,43.017,45.784,49.114,52.169,55.910,59.274
SSP1,4017,27.643,30.402,33.122,36.373,39.456,43.326,46.872,50.287,54.256,57.930,62.265,66.212
SSP1,4019,36.161,38.357,40.548,43.280,45.861,49.258,52.348,55.313,58.833,62.060,65.961,69.478
SSP1,4021,25.204,27.308,29.349,31.897,34.293,37.504,40.410,43.203,46.559,49.639,53.404,56.795
SSP1,4023,27.082,29.625,32.104,35.100,37.930,41.554,44.861,48.047,51.795,55.258,59.393,63.149
SSP1,4025,31.744,34.056,36.306,39.067,41.673,45.086,48.187,51.166,54.702,57.955,61.886,65.435
SSP1,4027,27.838,29.317,30.818,32.896,34.900,37.775,40.378,42.893,45.979,48.809,52.344,55.507
SSP1,5001,39.547,42.311,45.132,48.548,51.829,55.912,59.677,63.311,67.496,71.381,75.922,80.068
SSP1,5003,34.305,37.283,40.209,43.659,46.933,50.987,54.711,58.298,62.434,66.270,70.761,74.859
SSP1,5005,33.793,36.921,39.927,43.409,46.688,50.731,54.436,58.000,62.111,65.921,70.385,74.457
SSP1,5007,37.353,40.528,43.605,47.165,50.519,54.636,58.409,62.034,66.198,70.052,74.555,78.658
SSP1,5009,32.023,35.020,37.909,41.285,44.466,48.419,52.040,55.524,59.560,63.298,67.696,71.704
SSP1,5011,31.445,34.415,37.314,40.725,43.952,47.957,51.632,55.169,59.258,63.048,67.495,71.551
SSP1,5013,30.154,33.186,36.132,39.579,42.837,46.868,50.566,54.125,58.233,62.041,66.506,70.579
SSP1,5015,28.677,31.669,34.518,37.830,40.936,44.810,48.348,51.750,55.705,59.364,63.684,67.618
SSP1,5017,31.844,34.616,37.409,40.775,43.992,48.006,51.700,55.263,59.379,63.198,67.673,71.756
SSP1,5019,31.387,34.381,37.292,40.707,43.936,47.941,51.614,55.150,59.237,63.025,67.471,71.525
SSP1,5021,31.469,34.307,37.114,40.460,43.639,47.606,51.249,54.759,58.823,62.590,67.016,71.052
SSP1,5023,35.624,38.687,41.723,45.297,48.699,52.883,56.733,60.443,64.697,68.646,73.245,77.446
SSP1,5025,34.125,37.159,40.163,43.698,47.060,51.202,55.012,58.682,62.899,66.812,71.377,75.546
SSP1,5027,34.033,37.146,40.182,43.723,47.074,51.198,54.984,58.629,62.819,66.706,71.245,75.389
SSP1,5029,33.811,36.795,39.731,43.192,46.477,50.544,54.280,57.880,62.027,65.875,70.377,74.486
SSP1,5031,33.777,36.794,39.730,43.168,46.415,50.436,54.123,57.671,61.768,65.564,70.016,74.076
SSP1,5033,29.345,32.295,35.147,38.491,41.643,45.569,49.163,52.620,56.629,60.340,64.711,68.692
SSP1,5035,32.374,35.219,38.018,41.343,44.498,48.441,52.058,55.541,59.575,63.312,67.708,71.714
SSP1,5037,31.791,34.610,37.403,40.741,43.918,47.884,51.527,55.039,59.105,62.874,67.302,71.341
SSP1,5039,32.451,35.543,38.549,42.055,45.371,49.460,53.212,56.825,60.984,64.841,69.353,73.471
SSP1,5041,32.866,35.657,38.473,41.867,45.114,49.158,52.881,56.473,60.616,64.461,68.962,73.070
SSP1,5043,32.199,35.169,38.091,41.537,44.806,48.854,52.573,56.155,60.286,64.117,68.604,72.698
SSP1,5045,34.369,37.443,40.423,43.896,47.174,51.223,54.934,58.502,62.616,66.426,70.890,74.959
SSP1,5047,32.173,35.100,37.980,41.384,44.613,48.625,52.308,55.856,59.955,63.755,68.211,72.276
SSP1,5049,28.497,31.339,34.137,37.466,40.625,44.571,48.192,51.681,55.724,59.472,63.879,67.897
SSP1,5051,36.083,39.233,42.272,45.791,49.109,53.191,56.933,60.533,64.677,68.518,73.012,77.112
SSP1,5053,34.166,37.132,40.030,43.438,46.664,50.669,54.341,57.877,61.961,65.747,70.190,74.240
SSP1,5055,30.519,33.421,36.251,39.593,42.753,46.693,50.304,53.781,57.812,61.545,65.938,69.942
SSP1,5057,29.671,32.641,35.520,38.899,42.090,46.056,49.692,53.191,57.243,60.997,65.410,69.433
SSP1,5059,28.695,31.581,34.355,37.614,40.681,44.521,48.033,51.411,55.345,58.986,63.290,67.209
SSP1,5061,29.376,32.613,35.653,39.116,42.348,46.331,49.969,53.463,57.505,61.248,65.648,69.659
SSP1,5063,32.484,35.521,38.472,41.921,45.179,49.208,52.904,56.461,60.565,64.370,68.831,72.899
SSP1,5065,28.094,31.101,33.983,37.340,40.497,44.424,48.016,51.472,55.479,59.191,63.563,67.546
SSP1,5067,31.156,34.067,36.912,40.274,43.459,47.425,51.062,54.566,58.621,62.380,66.797,70.824
SSP1,5069,32.765,35.693,38.560,41.944,45.150,49.136,52.793,56.314,60.385,64.158,68.588,72.627
SSP1,5071,27.197,30.230,33.118,36.468,39.609,43.514,47.084,50.517,54.502,58.191,62.541,66.503
SSP1,5073,28.474,31.335,34.115,37.396,40.492,44.367,47.914,51.329,55.298,58.974,63.312,67.264
SSP1,5075,28.717,31.624,34.438,37.753,40.881,44.786,48.363,51.806,55.802,59.504,63.866,67.841
SSP1,5077,29.569,32.291,35.032,38.352,41.527,45.502,49.159,52.688,56.772,60.560,65.006,69.063
SSP1,5079,27.468,30.184,32.884,36.133,39.225,43.110,46.675,50.112,54.107,57.808,62.172,66.148
SSP1,5081,31.280,34.304,37.210,40.598,43.790,47.751,51.378,54.868,58.908,62.651,67.053,71.065
SSP1,5083,29.079,32.086,34.980,38.360,41.544,45.500,49.122,52.607,56.643,60.382,64.779,68.787
SSP1,5085,33.979,36.917,39.785,43.160,46.353,50.324,53.964,57.468,61.521,65.276,69.688,73.709
SSP1,5087,25.899,28.961,31.852,35.180,38.289,42.157,45.686,49.076,53.016,56.661,60.969,64.889
SSP1,5089,28.501,31.523,34.432,37.828,41.027,44.998,48.635,52.135,56.185,59.938,64.349,68.370
SSP1,5091,33.884,36.784,39.636,43.010,46.209,50.191,53.845,57.363,61.432,65.203,69.632,73.669
SSP1,5093,31.803,34.603,37.368,40.669,43.808,47.737,51.343,54.816,58.842,62.571,66.960,70.959
SSP1,5095,31.308,34.176,37.028,40.426,43.662,47.685,51.382,54.947,59.062,62.879,67.353,71.436
SSP1,5097,26.412,29.424,32.293,35.626,38.752,42.645,46.203,49.625,53.599,57.278,61.619,65.573
SSP1,5099,30.782,33.830,36.806,40.292,43.592,47.667,51.409,55.012,59.162,63.012,67.516,71.627
SSP1,5101,27.184,30.006,32.786,36.100,39.247,43.181,46.792,50.272,54.306,58.045,62.444,66.455
SSP1,5103,32.186,35.139,38.021,41.419,44.636,48.632,52.298,55.828,59.910,63.693,68.134,72.184
SSP1,5105,33.632,36.661,39.668,43.213,46.592,50.753,54.583,58.273,62.506,66.436,71.016,75.199
SSP1,5107,30.829,33.649,36.469,39.849,43.072,47.088,50.781,54.342,58.455,62.270,66.741,70.821
SSP1,5109,29.727,32.826,35.810,39.274,42.537,46.566,50.259,53.812,57.914,61.715,66.173,70.239
SSP1,5111,31.472,34.273,37.045,40.358,43.507,47.446,51.062,54.547,58.586,62.330,66.733,70.748
SSP1,5113,26.943,29.962,32.834,36.170,39.299,43.194,46.754,50.177,54.154,57.835,62.177,66.132
SSP1,5115,31.139,34.248,37.229,40.679,43.922,47.929,51.598,55.126,59.202,62.977,67.409,71.450
SSP1,5117,32.163,34.894,37.629,40.925,44.069,48.008,51.629,55.120,59.168,62.920,67.333,71.356
SSP1,5119,44.361,47.501,50.608,54.239,57.685,61.906,65.790,69.527,73.805,77.771,82.383,86.595
SSP1,5121,29.542,32.366,35.146,38.460,41.605,45.537,49.145,52.621,56.653,60.389,64.785,68.792
SSP1,5123,27.314,30.170,32.935,36.200,39.279,43.137,46.667,50.065,54.019,57.680,62.003,65.941
SSP1,5125,39.294,42.210,45.149,48.659,52.016,56.166,59.989,63.675,67.906,71.832,76.408,80.586
SSP1,5127,25.924,29.037,31.968,35.335,38.482,42.385,45.948,49.371,53.345,57.023,61.362,65.313
SSP1,5129,27.172,30.044,32.847,36.167,39.309,43.234,46.832,50.298,54.318,58.042,62.427,66.423
SSP1,5131,38.157,41.348,44.427,47.985,51.338,55.455,59.232,62.865,67.041,70.913,75.437,79.565
SSP1,5133,26.531,29.700,32.657,36.029,39.167,43.056,46.602,50.007,53.963,57.624,61.945,65.880
SSP1,5135,27.810,30.717,33.516,36.808,39.909,43.786,47.333,50.747,54.716,58.391,62.728,66.678
SSP1,5137,27.492,30.513,33.443,36.871,40.108,44.118,47.795,51.334,55.423,59.213,63.659,67.714
SSP1,5139,41.245,44.273,47.305,50.893,54.318,58.528,62.408,66.148,70.432,74.411,79.039,83.269
SSP1,5141,29.924,32.885,35.782,39.195,42.430,46.445,50.130,53.678,57.777,61.577,66.033,70.098
SSP1,5143,34.650,37.736,40.728,44.208,47.487,51.533,55.242,58.806,62.915,66.718,71.175,75.236
SSP1,5145,31.417,34.371,37.264,40.676,43.908,47.919,51.601,55.145,59.240,63.034,67.485,71.544
SSP1,5147,29.728,32.450,35.149,38.395,41.482,45.363,48.923,52.356,56.346,60.043,64.402,68.375
SSP1,5149,29.032,32.117,35.057,38.456,41.645,45.598,49.212,52.688,56.713,60.440,64.827,68.824
SSP1,6001,50.045,52.882,55.715,59.080,62.277,66.275,69.952,73.490,77.569,81.339,85.763,89.791
SSP1,6003,44.229,46.914,49.680,53.052,56.296,60.348,64.084,67.691,71.851,75.713,80.232,84.357
SSP1,6005,37.709,40.297,42.876,46.004,48.986,52.774,56.247,59.596,63.500,67.117,71.401,75.297
SSP1,6007,35.416,38.286,41.093,44.413,47.551,51.469,55.058,58.512,62.517,66.224,70.589,74.564
SSP1,6009,37.364,40.198,42.979,46.278,49.406,53.320,56.908,60.363,64.370,68.081,72.453,76.435
SSP1,6011,44.249,46.576,49.037,52.167,55.206,59.078,62.653,66.112,70.133,73.864,78.258,82.264
SSP1,6013,57.488,60.627,63.743,67.375,70.823,75.053,78.945,82.685,86.954,90.902,95.495,99.681
SSP1,6015,30.140,32.782,35.346,38.423,41.326,45.017,48.390,51.638,55.449,58.974,63.167,66.981
SSP1,6017,51.491,54.369,57.325,60.872,64.281,68.492,72.377,76.122,80.406,84.382,89.006,93.227
SSP1,6019,34.050,36.777,39.400,42.503,45.402,49.077,52.423,55.630,59.389,62.846,66.962,70.694
SSP1,6021,35.717,38.281,40.865,44.028,47.053,50.884,54.402,57.798,61.753,65.418,69.747,73.691
SSP1,6023,35.483,38.350,41.136,44.426,47.530,51.413,54.968,58.391,62.368,66.050,70.392,74.348
SSP1,6025,30.099,32.205,34.293,36.934,39.457,42.816,45.882,48.845,52.375,55.633,59.578,63.145
SSP1,6027,39.681,41.823,44.029,46.833,49.547,53.105,56.369,59.522,63.229,66.658,70.765,74.482
SSP1,6029,32.205,34.184,36.137,38.633,41.037,44.306,47.289,50.165,53.590,56.734,60.561,63.995
SSP1,6031,30.075,32.522,34.914,37.830,40.590,44.154,47.405,50.534,54.224,57.629,61.708,65.405
SSP1,6033,35.122,37.959,40.711,43.965,47.036,50.889,54.416,57.810,61.758,65.413,69.731,73.661
SSP1,6035,31.123,33.644,36.113,39.114,41.953,45.591,48.916,52.121,55.892,59.379,63.538,67.318
SSP1,6037,42.017,44.015,45.906,48.283,50.375,53.295,55.943,58.459,61.546,64.287,67.693,70.744
SSP1,6039,30.065,32.737,35.312,38.382,41.269,44.940,48.288,51.507,55.283,58.769,62.923,66.693
SSP1,6041,84.653,88.851,93.104,97.889,102.480,107.820,112.785,117.565,122.842,127.768,133.300,138.392
SSP1,6043,36.166,38.714,41.242,44.319,47.244,50.971,54.385,57.676,61.528,65.094,69.328,73.179
SSP1,6045,37.616,40.510,43.344,46.696,49.872,53.831,57.463,60.961,65.010,68.762,73.174,77.194
SSP1,6047,30.035,32.480,34.853,37.736,40.457,43.981,47.193,50.285,53.939,57.309,61.356,65.024
SSP1,6049,36.092,38.702,41.291,44.427,47.410,51.193,54.661,58.005,61.910,65.526,69.809,73.708
SSP1,6051,43.366,46.216,49.077,52.481,55.725,59.760,63.469,67.043,71.165,74.987,79.465,83.548
SSP1,6053,43.076,45.853,48.568,51.790,54.832,58.660,62.162,65.531,69.451,73.075,77.360,81.257
SSP1,6055,51.272,54.507,57.705,61.419,64.951,69.257,73.224,77.043,81.398,85.444,90.135,94.423
SSP1,6057,45.247,48.151,51.091,54.596,57.948,62.093,65.912,69.592,73.817,77.737,82.309,86.482
SSP1,6059,49.812,51.743,53.695,56.198,58.599,61.880,64.883,67.773,71.204,74.334,78.142,81.552
SSP1,6061,50.227,53.300,56.336,59.885,63.250,67.392,71.195,74.848,79.036,82.911,87.434,91.555
SSP1,6063,41.072,43.778,46.517,49.831,53.001,56.972,60.625,64.149,68.226,72.008,76.448,80.497
SSP1,6065,31.516,33.405,35.151,37.337,39.315,42.096,44.565,46.906,49.800,52.395,55.668,58.568
SSP1,6067,40.974,43.573,46.101,49.123,51.949,55.560,58.847,61.997,65.696,69.090,73.146,76.817
SSP1,6069,37.031,39.869,42.610,45.836,48.884,52.720,56.228,59.604,63.529,67.162,71.461,75.369
SSP1,6071,30.565,31.802,33.013,34.758,36.412,38.954,41.225,43.401,46.130,48.581,51.732,54.502
SSP1,6073,46.789,48.938,51.109,53.829,56.374,59.738,62.800,65.731,69.214,72.385,76.218,79.671
SSP1,6075,70.147,73.444,76.857,80.869,84.738,89.403,93.733,97.909,102.610,106.983,111.989,116.578
SSP1,6077,33.182,35.675,38.073,40.960,43.672,47.182,50.375,53.444,57.070,60.407,64.418,68.048
SSP1,6079,41.888,44.781,47.671,51.103,54.373,58.432,62.163,65.754,69.888,73.717,78.200,82.284
SSP1,6081,68.555,72.110,75.679,79.780,83.702,88.398,92.746,96.931,101.637,106.014,111.022,115.611
SSP1,6083,46.347,49.384,52.350,55.811,59.083,63.132,66.846,70.419,74.534,78.344,82.808,86.875
SSP1,6085,59.650,63.061,66.408,70.242,73.862,78.246,82.283,86.156,90.553,94.617,99.317,103.607
SSP1,6087,49.552,52.764,55.931,59.608,63.105,67.381,71.318,75.108,79.433,83.447,88.110,92.368
SSP1,6089,37.758,40.670,43.519,46.881,50.058,54.014,57.640,61.130,65.170,68.910,73.307,77.315
SSP1,6091,37.323,40.035,42.735,45.988,49.087,52.984,56.562,60.014,64.021,67.736,72.113,76.103
SSP1,6093,35.229,37.977,40.675,43.897,46.951,50.792,54.312,57.702,61.648,65.301,69.618,73.548
SSP1,6095,40.429,43.140,45.808,48.992,52.009,55.820,59.308,62.665,66.571,70.180,74.453,78.336
SSP1,6097,46.303,49.584,52.743,56.360,59.756,63.907,67.710,71.361,75.549,79.425,83.949,88.074
SSP1,6099,33.922,36.537,39.068,42.096,44.951,48.601,51.931,55.133,58.888,62.351,66.484,70.232
SSP1,6101,35.465,38.053,40.568,43.591,46.448,50.100,53.435,56.646,60.417,63.903,68.061,71.837
SSP1,6103,29.734,32.412,34.994,38.074,40.970,44.650,48.008,51.240,55.033,58.538,62.712,66.506
SSP1,6105,32.890,35.685,38.434,41.710,44.816,48.709,52.279,55.718,59.712,63.412,67.773,71.746
SSP1,6107,31.302,33.891,36.420,39.462,42.331,45.993,49.334,52.546,56.313,59.787,63.927,67.682
SSP1,6109,38.776,41.577,44.381,47.739,50.942,54.939,58.613,62.155,66.247,70.041,74.493,78.552
SSP1,6111,47.002,49.766,52.516,55.796,58.948,62.926,66.585,70.108,74.158,77.899,82.295,86.279
SSP1,6113,40.186,42.939,45.640,48.862,51.916,55.763,59.288,62.682,66.628,70.281,74.597,78.524
SSP1,6115,31.977,34.487,36.982,40.028,42.921,46.616,49.999,53.260,57.084,60.622,64.830,68.656
SSP1,8001,35.085,37.949,40.697,43.916,46.936,50.733,54.199,57.529,61.408,64.991,69.236,73.094
SSP1,8003,34.761,37.828,40.828,44.339,47.666,51.768,55.536,59.165,63.340,67.214,71.741,75.874
SSP1,8005,49.330,52.590,55.696,59.232,62.531,66.573,70.259,73.786,77.843,81.584,85.972,89.962
SSP1,8007,32.545,35.363,38.125,41.408,44.517,48.409,51.976,55.411,59.401,63.097,67.454,71.423
SSP1,8009,43.673,46.411,49.225,52.659,55.969,60.089,63.893,67.568,71.794,75.720,80.300,84.484
SSP1,8011,26.004,29.002,31.815,35.066,38.096,41.887,45.341,48.661,52.536,56.119,60.368,64.234
SSP1,8013,50.808,54.142,57.401,61.148,64.694,69.004,72.967,76.776,81.118,85.143,89.813,94.077
SSP1,8015,33.997,36.894,39.724,43.067,46.230,50.174,53.790,57.273,61.310,65.051,69.451,73.463
SSP1,8017,57.709,60.511,63.586,67.414,71.184,75.789,80.085,84.246,88.945,93.329,98.348,102.953
SSP1,8019,54.984,58.025,61.195,64.979,68.634,73.091,77.220,81.207,85.732,89.944,94.797,99.242
SSP1,8021,26.008,28.878,31.666,34.958,38.066,41.952,45.510,48.936,52.917,56.604,60.953,64.914
SSP1,8023,29.726,32.933,36.006,39.547,42.880,46.972,50.723,54.330,58.482,62.331,66.834,70.943
SSP1,8025,19.336,22.146,24.726,27.719,30.485,34.012,37.208,40.278,43.911,47.263,51.290,54.943
SSP1,8027,34.607,37.463,40.282,43.631,46.809,50.772,54.410,57.915,61.973,65.735,70.156,74.187
SSP1,8029,31.846,34.714,37.509,40.815,43.940,47.845,51.424,54.869,58.869,62.574,66.940,70.918
SSP1,8031,52.733,55.823,58.930,62.586,66.078,70.358,74.307,78.111,82.454,86.485,91.161,95.435
SSP1,8033,29.928,33.251,36.387,39.948,43.277,47.354,51.083,54.664,58.789,62.611,67.088,71.172
SSP1,8035,66.303,69.618,72.978,76.921,80.696,85.238,89.418,93.421,97.929,102.090,106.866,111.212
SSP1,8037,48.592,52.366,55.960,59.969,63.731,68.222,72.348,76.307,80.792,84.956,89.756,94.148
SSP1,8039,44.655,47.771,50.838,54.419,57.817,61.990,65.822,69.508,73.731,77.649,82.218,86.387
SSP1,8041,41.121,44.002,46.795,50.076,53.150,56.989,60.490,63.843,67.740,71.329,75.571,79.422
SSP1,8043,29.697,32.481,35.176,38.374,41.392,45.193,48.669,52.015,55.916,59.527,63.802,67.692
SSP1,8045,39.019,42.075,45.052,48.526,51.810,55.865,59.585,63.165,67.292,71.117,75.596,79.682
SSP1,8047,44.447,47.911,51.268,55.093,58.708,63.079,67.099,70.965,75.365,79.451,84.182,88.508
SSP1,8049,39.214,42.453,45.588,49.200,52.608,56.781,60.610,64.294,68.518,72.437,77.008,81.181
SSP1,8051,36.118,39.288,42.396,46.006,49.428,53.621,57.474,61.184,65.437,69.383,73.980,78.178
SSP1,8053,40.725,43.697,46.646,50.136,53.457,57.562,61.338,64.976,69.162,73.047,77.585,81.728
SSP1,8055,31.818,34.600,37.374,40.704,43.878,47.846,51.492,55.009,59.080,62.854,67.288,71.332
SSP1,8057,41.080,43.919,46.869,50.439,53.886,58.140,62.075,65.875,70.222,74.262,78.952,83.240
SSP1,8059,46.797,49.934,52.949,56.416,59.664,63.670,67.329,70.837,74.882,78.617,83.006,86.998
SSP1,8061,50.788,53.729,56.626,60.086,63.388,67.481,71.249,74.882,79.066,82.949,87.486,91.630
SSP1,8063,40.240,42.885,45.551,48.792,51.889,55.787,59.369,62.826,66.840,70.562,74.946,78.942
SSP1,8065,31.742,34.707,37.535,40.832,43.927,47.792,51.324,54.722,58.674,62.333,66.655,70.591
